"","Unique_ID","Date","Time_Start","Latitude","Longitude","LGA_CODE22","LGA_NAME22","Habitat","Type_of_observation","Common_name","Scientific_name","Family","Genus","Species"
"2647",22529,"2011/03/07 00:00:00+00","1899/12/30 20:40:00+00",-37.912767,145.230837,23670,"Knox","On Land","","Eastern Dwarf Tree Frog","Litoria fallax","Hylidae","Litoria","fallax"
"2648",22563,"2011/03/20 00:00:00+00","1899/12/30 09:00:00+00",-37.897975,145.297306,23670,"Knox","On Land","","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"2649",22564,"2011/03/20 00:00:00+00","1899/12/30 09:00:00+00",-37.897975,145.297306,23670,"Knox","On Land","","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"2650",22572,"2011/03/23 00:00:00+00","1899/12/30 08:05:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2651",22597,"2011/03/30 00:00:00+00","1899/12/30 20:00:00+00",-37.846892,145.21291,23670,"Knox","Near Water","","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"2652",22598,"2011/03/30 00:00:00+00","1899/12/30 20:00:00+00",-37.846892,145.21291,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2653",22594,"2011/03/30 00:00:00+00","1899/12/30 11:00:00+00",-37.846892,145.21291,23670,"Knox","On Land","","Victorian Smooth Froglet","Geocrinia victoriana","Myobatrachidae","Geocrinia","victoriana"
"2654",22595,"2011/03/30 00:00:00+00","1899/12/30 11:00:00+00",-37.846892,145.21291,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2655",22596,"2011/03/30 00:00:00+00","1899/12/30 11:00:00+00",-37.846892,145.21291,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2656",22611,"2011/04/12 00:00:00+00","1899/12/30 18:40:00+00",-37.905418,145.244118,23670,"Knox","Near Water","","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"2657",22612,"2011/04/12 00:00:00+00","1899/12/30 18:15:00+00",-37.912767,145.230837,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2658",22638,"2011/04/18 00:00:00+00","1899/12/30 18:20:00+00",-37.905418,145.244118,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2659",22639,"2011/04/18 00:00:00+00","1899/12/30 18:20:00+00",-37.905418,145.244118,23670,"Knox","Near Water","","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"2660",22642,"2011/04/18 00:00:00+00","1899/12/30 18:30:00+00",-37.905381,145.261857,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2661",22640,"2011/04/18 00:00:00+00","1899/12/30 18:05:00+00",-37.912767,145.230837,23670,"Knox","Near Water","","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"2662",22641,"2011/04/18 00:00:00+00","1899/12/30 18:05:00+00",-37.912767,145.230837,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2663",22647,"2011/04/20 00:00:00+00","1899/12/30 08:00:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2664",22650,"2011/04/22 00:00:00+00","1899/12/30 18:55:00+00",-37.875984,145.306085,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2665",22652,"2011/04/26 00:00:00+00","1899/12/30 18:12:00+00",-37.905418,145.244118,23670,"Knox","Near Water","","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"2666",22653,"2011/04/26 00:00:00+00","1899/12/30 18:12:00+00",-37.905418,145.244118,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2667",22654,"2011/04/26 00:00:00+00","1899/12/30 17:57:00+00",-37.912767,145.230837,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2668",22658,"2011/04/28 00:00:00+00","1899/12/30 18:25:00+00",-37.905381,145.261857,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2669",22659,"2011/04/28 00:00:00+00","1899/12/30 18:25:00+00",-37.905381,145.261857,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2670",22669,"2011/05/03 00:00:00+00","1899/12/30 18:10:00+00",-37.901614,145.306189,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2671",22682,"2011/05/10 00:00:00+00","1899/12/30 18:06:00+00",-37.905418,145.244118,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2672",22684,"2011/05/10 00:00:00+00","1899/12/30 18:20:00+00",-37.905381,145.261857,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2673",22685,"2011/05/10 00:00:00+00","1899/12/30 18:20:00+00",-37.905381,145.261857,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2674",22683,"2011/05/10 00:00:00+00","1899/12/30 17:50:00+00",-37.912767,145.230837,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2675",22690,"2011/05/17 00:00:00+00","1899/12/30 17:55:00+00",-37.905418,145.244118,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2676",22691,"2011/05/17 00:00:00+00","1899/12/30 17:55:00+00",-37.905418,145.244118,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2677",22694,"2011/05/17 00:00:00+00","1899/12/30 18:10:00+00",-37.905381,145.261857,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2678",22695,"2011/05/17 00:00:00+00","1899/12/30 18:10:00+00",-37.905381,145.261857,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2679",22692,"2011/05/17 00:00:00+00","1899/12/30 17:40:00+00",-37.912767,145.230837,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2680",22693,"2011/05/17 00:00:00+00","1899/12/30 17:40:00+00",-37.912767,145.230837,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2681",22702,"2011/05/19 00:00:00+00","1899/12/30 18:00:00+00",-37.84323,145.2129,23670,"Knox","On Land","","Victorian Smooth Froglet","Geocrinia victoriana","Myobatrachidae","Geocrinia","victoriana"
"2682",22703,"2011/05/19 00:00:00+00","1899/12/30 18:00:00+00",-37.84323,145.2129,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2683",22724,"2011/05/25 00:00:00+00","1899/12/30 19:30:00+00",-37.839491,145.252767,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2684",22725,"2011/05/25 00:00:00+00","1899/12/30 19:30:00+00",-37.839491,145.252767,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2685",22730,"2011/05/27 00:00:00+00","1899/12/30 18:00:00+00",-37.84323,145.2129,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2686",22731,"2011/05/27 00:00:00+00","1899/12/30 18:00:00+00",-37.84323,145.2129,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2687",22738,"2011/05/30 00:00:00+00","1899/12/30 18:22:00+00",-37.905381,145.261857,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2688",22739,"2011/05/30 00:00:00+00","1899/12/30 18:22:00+00",-37.905381,145.261857,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2689",22737,"2011/05/30 00:00:00+00","1899/12/30 17:50:00+00",-37.912767,145.230837,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2690",22734,"2011/05/30 00:00:00+00","1899/12/30 08:05:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2691",22860,"2011/08/25 00:00:00+00","1899/12/30 08:05:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2692",22976,"2011/10/26 00:00:00+00","1899/12/30 08:10:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2693",22977,"2011/10/26 00:00:00+00","1899/12/30 08:10:00+00",-37.90972,145.2611,23670,"Knox","On Land","Heard during bird survey","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"2694",23068,"2011/11/25 00:00:00+00","1899/12/30 08:00:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2695",23069,"2011/11/25 00:00:00+00","1899/12/30 08:00:00+00",-37.90972,145.2611,23670,"Knox","On Land","Heard during bird survey","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"2696",23459,"2012/03/29 00:00:00+00","1899/12/30 08:00:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2697",23484,"2012/04/26 00:00:00+00","1899/12/30 18:00:00+00",-37.84323,145.2129,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2698",23485,"2012/04/26 00:00:00+00","1899/12/30 18:00:00+00",-37.84323,145.2129,23670,"Knox","On Land","","Victorian Smooth Froglet","Geocrinia victoriana","Myobatrachidae","Geocrinia","victoriana"
"2699",23486,"2012/04/26 00:00:00+00","1899/12/30 18:00:00+00",-37.84323,145.2129,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2700",23487,"2012/04/26 00:00:00+00","1899/12/30 18:30:00+00",-37.839553,145.221751,23670,"Knox","On Land","","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"2701",23488,"2012/04/26 00:00:00+00","1899/12/30 18:30:00+00",-37.839553,145.221751,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2702",23489,"2012/04/26 00:00:00+00","1899/12/30 18:30:00+00",-37.839553,145.221751,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2703",23500,"2012/05/01 00:00:00+00","1899/12/30 08:00:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2704",23523,"2012/05/17 00:00:00+00","1899/12/30 20:00:00+00",-37.938415,145.222042,23670,"Knox","On Land","","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2705",23524,"2012/05/17 00:00:00+00","1899/12/30 20:00:00+00",-37.938415,145.222042,23670,"Knox","Near Water","","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2706",23532,"2012/05/31 00:00:00+00","1899/12/30 08:05:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2707",23552,"2012/07/04 00:00:00+00","1899/12/30 09:05:00+00",-37.90972,145.2611,23670,"Knox","On Land","Heard during bird survey","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"2708",23553,"2012/07/04 00:00:00+00","1899/12/30 09:05:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2709",23589,"2012/08/01 00:00:00+00","1899/12/30 08:10:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2710",23616,"2012/08/21 00:00:00+00","1899/12/30 08:20:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2711",23697,"2012/09/27 00:00:00+00","1899/12/30 07:15:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2712",23909,"2012/12/19 00:00:00+00","1899/12/30 08:00:00+00",-37.911388,145.208482,23670,"Knox","On Land","Heard during bird survey","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"2713",23923,"2012/12/27 00:00:00+00","1899/12/30 07:50:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2714",23960,"2013/02/27 00:00:00+00","1899/12/30 09:30:00+00",-37.913635,145.207912,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2715",23961,"2013/02/27 00:00:00+00","1899/12/30 09:30:00+00",-37.913635,145.207912,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2716",23962,"2013/02/27 00:00:00+00","1899/12/30 09:30:00+00",-37.913635,145.207912,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2717",23963,"2013/02/27 00:00:00+00","1899/12/30 09:30:00+00",-37.913635,145.207912,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2718",23964,"2013/02/27 00:00:00+00","1899/12/30 09:30:00+00",-37.913635,145.207912,23670,"Knox","Near Water","Heard during bird survey","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"2719",23965,"2013/02/27 00:00:00+00","1899/12/30 10:25:00+00",-37.918285,145.207368,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2720",23966,"2013/02/27 00:00:00+00","1899/12/30 10:25:00+00",-37.918285,145.207368,23670,"Knox","Near Water","Heard during bird survey","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"2721",23992,"2013/03/30 00:00:00+00","1899/12/30 08:00:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2722",23993,"2013/03/30 00:00:00+00","1899/12/30 08:00:00+00",-37.90972,145.2611,23670,"Knox","On Land","Heard during bird survey","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"2723",23994,"2013/04/02 00:00:00+00","1899/12/30 09:00:00+00",-37.913635,145.207912,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2724",23995,"2013/04/02 00:00:00+00","1899/12/30 10:20:00+00",-37.918285,145.207368,23670,"Knox","On Land","Heard during bird survey","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"2725",23996,"2013/04/02 00:00:00+00","1899/12/30 10:20:00+00",-37.918285,145.207368,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2726",24034,"2013/04/19 00:00:00+00","1899/12/30 08:45:00+00",-37.913635,145.207912,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2727",24035,"2013/04/19 00:00:00+00","1899/12/30 10:25:00+00",-37.918285,145.207368,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2728",24049,"2013/04/26 00:00:00+00","1899/12/30 07:55:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2729",24078,"2013/05/29 00:00:00+00","1899/12/30 08:10:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2730",24108,"2013/06/26 00:00:00+00","1899/12/30 09:35:00+00",-37.918285,145.207368,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2731",24112,"2013/06/28 00:00:00+00","1899/12/30 08:05:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2732",24138,"2013/07/24 00:00:00+00","1899/12/30 08:00:00+00",-37.911388,145.208482,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2733",24139,"2013/07/24 00:00:00+00","1899/12/30 08:00:00+00",-37.911388,145.208482,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2734",24140,"2013/07/24 00:00:00+00","1899/12/30 08:00:00+00",-37.911388,145.208482,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2735",24141,"2013/07/24 00:00:00+00","1899/12/30 08:30:00+00",-37.913635,145.207912,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2736",24142,"2013/07/24 00:00:00+00","1899/12/30 08:30:00+00",-37.913635,145.207912,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2737",24143,"2013/07/24 00:00:00+00","1899/12/30 08:30:00+00",-37.913635,145.207912,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2738",24144,"2013/07/24 00:00:00+00","1899/12/30 09:04:00+00",-37.91596,145.208067,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2739",24145,"2013/07/24 00:00:00+00","1899/12/30 09:04:00+00",-37.91596,145.208067,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2740",24146,"2013/07/24 00:00:00+00","1899/12/30 09:04:00+00",-37.91596,145.208067,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2741",24147,"2013/07/24 00:00:00+00","1899/12/30 09:32:00+00",-37.918285,145.207368,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2742",24148,"2013/07/24 00:00:00+00","1899/12/30 09:32:00+00",-37.918285,145.207368,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2743",24149,"2013/07/24 00:00:00+00","1899/12/30 09:32:00+00",-37.918285,145.207368,23670,"Knox","On Land","Heard during bird survey","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2744",24158,"2013/07/31 00:00:00+00","1899/12/30 08:00:00+00",-37.90972,145.2611,23670,"Knox","Near Water","Heard during bird survey","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2745",24183,"2013/08/07 00:00:00+00","1899/12/30 20:20:00+00",-37.934842,145.22854,23670,"Knox","On Land","Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2746",24184,"2013/08/07 00:00:00+00","1899/12/30 20:20:00+00",-37.934842,145.22854,23670,"Knox","Near Water","Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2747",24185,"2013/08/07 00:00:00+00","1899/12/30 20:20:00+00",-37.934842,145.22854,23670,"Knox","Near Water","Frog census (AVW code)","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"2748",24178,"2013/08/07 00:00:00+00","1899/12/30 19:50:00+00",-37.929765,145.244443,23670,"Knox","On Land","Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2749",24179,"2013/08/07 00:00:00+00","1899/12/30 19:50:00+00",-37.929765,145.244443,23670,"Knox","Near Water","Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2750",24176,"2013/08/07 00:00:00+00","1899/12/30 19:00:00+00",-37.935632,145.2555,23670,"Knox","On Land","Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2751",24177,"2013/08/07 00:00:00+00","1899/12/30 19:00:00+00",-37.935632,145.2555,23670,"Knox","Near Water","Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2752",24174,"2013/08/07 00:00:00+00","1899/12/30 18:50:00+00",-37.937672,145.261881,23670,"Knox","On Land","Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"2753",24175,"2013/08/07 00:00:00+00","1899/12/30 18:50:00+00",-37.937672,145.261881,23670,"Knox","Near Water","Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"2754",24172,"2013/08/07 00:00:00+00","1899/12/30 18:30:00+00",-37.93215,145.262663,23670,"Knox","On Land","Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
